When,Profile,Depts,CardNum
22/6/2020 8:24,1,NA,1001
23/6/2020 8:34,1,NA,1001
24/6/2020 8:24,1,NA,1001
25/6/2020 8:22,1,NA,1001
26/6/2020 8:19,1,NA,1001
22/6/2020 9:24,1,NA,1101
25/6/2020 9:46,1,NA,1101
23/6/2020 10:11,1,NA,1101
24/6/2020 10:23,1,NA,1101
26/6/2020 9:50,1,NA,1101
23/6/2020 7:38,1,NA,1601
24/6/2020 7:37,1,NA,1601
25/6/2020 7:52,1,NA,1601
22/6/2020 8:04,1,NA,2701
23/6/2020 8:13,1,NA,2701
24/6/2020 7:53,1,NA,2701
25/6/2020 8:20,1,NA,2701
26/6/2020 8:44,1,NA,2701
27/6/2020 8:17,1,NA,2701
23/6/2020 8:27,1,NA,2801
25/6/2020 8:24,1,NA,2801
22/6/2020 8:24,1,NA,3701
25/6/2020 10:02,1,NA,4401
26/6/2020 9:32,1,NA,4401
22/6/2020 7:39,1,NA,4601
23/6/2020 8:23,1,NA,4601
24/6/2020 7:38,1,NA,4601
25/6/2020 7:41,1,NA,4601
25/6/2020 7:52,2,NA,4601
22/6/2020 7:49,2,NA,4601
23/6/2020 7:47,2,NA,4601
24/6/2020 7:46,2,NA,4601
26/6/2020 7:42,2,NA,4601
25/6/2020 7:52,2,NA,4701
22/6/2020 7:54,2,NA,4701
26/6/2020 7:52,2,NA,4701
23/6/2020 7:51,2,NA,4701
24/6/2020 7:47,2,NA,4701
22/6/2020 7:47,1,NA,5001
26/6/2020 7:50,1,NA,5001
23/6/2020 7:52,1,NA,5001
24/6/2020 7:54,1,NA,5001
25/6/2020 7:54,1,NA,5001
22/6/2020 7:57,2,NA,5101
23/6/2020 8:00,2,NA,5101
24/6/2020 7:53,2,NA,5101
25/6/2020 7:53,2,NA,5101
26/6/2020 7:53,2,NA,5101
22/6/2020 7:24,1,NA,5201
23/6/2020 7:18,1,NA,5201
25/6/2020 7:09,1,NA,5201
26/6/2020 7:09,1,NA,5201
27/6/2020 7:11,1,NA,5201
22/6/2020 8:04,2,NA,5301
23/6/2020 8:05,2,NA,5301
24/6/2020 7:54,2,NA,5301
25/6/2020 7:55,2,NA,5301
26/6/2020 7:56,2,NA,5301
25/6/2020 7:56,2,NA,5801
22/6/2020 8:04,2,NA,5801
23/6/2020 8:06,2,NA,5801
24/6/2020 7:56,2,NA,5801
26/6/2020 7:58,2,NA,5801
22/6/2020 8:06,2,NA,6201
23/6/2020 8:21,2,NA,6201
24/6/2020 7:59,2,NA,6201
25/6/2020 8:09,2,NA,6201
26/6/2020 7:58,2,NA,6201
22/6/2020 8:06,2,NA,6301
23/6/2020 8:24,2,NA,6301
24/6/2020 8:04,2,NA,6301
25/6/2020 8:09,2,NA,6301
26/6/2020 7:59,2,NA,6301
22/6/2020 8:23,1,NA,6501
24/6/2020 8:00,1,NA,7501
25/6/2020 8:07,1,NA,7501
26/6/2020 8:30,1,NA,7501
22/6/2020 8:39,1,NA,8601
23/6/2020 8:43,1,NA,8601
24/6/2020 8:38,1,NA,8601
25/6/2020 8:37,1,NA,8601
24/6/2020 9:11,1,NA,9701
22/6/2020 7:47,1,NA,11101
22/6/2020 7:44,1,NA,12801
26/6/2020 7:46,1,NA,12801
23/6/2020 7:53,1,NA,12801
24/6/2020 7:46,1,NA,12801
25/6/2020 7:45,1,NA,12801
25/6/2020 8:06,1,NA,12901
22/6/2020 7:21,1,NA,13301
24/6/2020 7:05,1,NA,13301
25/6/2020 8:42,1,NA,13301
22/6/2020 8:20,1,NA,15201
26/6/2020 8:03,1,NA,15201
25/6/2020 8:04,1,NA,15201
22/6/2020 9:51,1,NA,15301
23/6/2020 9:55,1,NA,15301
24/6/2020 10:10,1,NA,15301
25/6/2020 10:03,1,NA,15301
26/6/2020 10:15,1,NA,15301
22/6/2020 8:19,1,NA,15801
23/6/2020 8:20,1,NA,15801
24/6/2020 8:13,1,NA,15801
22/6/2020 7:21,1,NA,16301
26/6/2020 7:26,1,NA,16301
23/6/2020 7:36,1,NA,16301
24/6/2020 7:32,1,NA,16301
25/6/2020 7:22,1,NA,16301
25/6/2020 7:32,1,NA,16501
22/6/2020 7:33,1,NA,16501
23/6/2020 7:40,1,NA,16501
24/6/2020 7:38,1,NA,16501
26/6/2020 7:29,1,NA,16501
23/6/2020 8:45,0,Dept 18,16602
23/6/2020 8:57,1,NA,16901
25/6/2020 7:42,1,NA,17801
22/6/2020 8:04,1,NA,17801
23/6/2020 8:36,1,NA,17801
24/6/2020 7:51,1,NA,17801
26/6/2020 7:37,1,NA,17801
27/6/2020 8:12,1,NA,17801
23/6/2020 9:15,1,NA,18201
24/6/2020 7:00,1,NA,18201
25/6/2020 10:09,1,NA,18201
26/6/2020 7:00,1,NA,18201
22/6/2020 7:39,1,NA,18301
23/6/2020 8:10,1,NA,18301
24/6/2020 7:50,1,NA,18301
25/6/2020 7:54,1,NA,18301
26/6/2020 7:51,1,NA,18301
22/6/2020 7:39,1,NA,19601
23/6/2020 7:53,1,NA,19601
24/6/2020 7:50,1,NA,19601
25/6/2020 7:54,1,NA,19601
26/6/2020 7:50,1,NA,19601
22/6/2020 8:03,1,NA,20501
23/6/2020 8:23,1,NA,20501
24/6/2020 8:07,1,NA,20501
22/6/2020 9:20,1,NA,20901
25/6/2020 8:40,1,NA,20901
26/6/2020 8:50,1,NA,20901
22/6/2020 8:09,0,Dept 5,21003
24/6/2020 8:06,0,Dept 5,21003
25/6/2020 8:14,0,Dept 5,21003
26/6/2020 8:21,0,Dept 5,21003
23/6/2020 8:20,0,Dept 5,21003
22/6/2020 9:56,1,NA,21401
23/6/2020 10:03,1,NA,21401
24/6/2020 9:27,1,NA,21401
25/6/2020 10:11,1,NA,21401
26/6/2020 10:03,1,NA,21401
22/6/2020 7:13,1,NA,21701
23/6/2020 7:23,1,NA,21701
24/6/2020 7:07,1,NA,21701
25/6/2020 7:14,1,NA,21701
26/6/2020 7:18,1,NA,21701
27/6/2020 7:57,1,NA,21701
22/6/2020 8:57,1,NA,21901
23/6/2020 8:34,1,NA,21901
24/6/2020 8:09,1,NA,21901
25/6/2020 8:53,1,NA,21901
26/6/2020 8:20,1,NA,21901
22/6/2020 9:21,1,NA,22301
22/6/2020 7:06,1,NA,22601
23/6/2020 7:02,1,NA,22601
24/6/2020 7:00,1,NA,22601
25/6/2020 7:01,1,NA,22601
26/6/2020 8:01,1,NA,22601
27/6/2020 7:06,1,NA,22601
22/6/2020 8:06,1,NA,22801
23/6/2020 8:19,1,NA,22801
24/6/2020 8:06,1,NA,22801
25/6/2020 7:59,1,NA,22801
26/6/2020 8:01,1,NA,22801
25/6/2020 9:31,1,NA,23101
22/6/2020 9:51,1,NA,23101
23/6/2020 9:46,1,NA,23101
24/6/2020 9:37,1,NA,23101
26/6/2020 9:52,1,NA,23101
25/6/2020 8:00,1,NA,23601
22/6/2020 8:30,1,NA,23601
23/6/2020 8:29,1,NA,23601
26/6/2020 8:27,1,NA,23601
24/6/2020 8:37,1,NA,23601
22/6/2020 8:26,1,NA,24801
23/6/2020 8:44,1,NA,24801
24/6/2020 8:38,1,NA,24801
25/6/2020 8:16,1,NA,24801
26/6/2020 8:28,1,NA,24801
27/6/2020 8:19,1,NA,24801
26/6/2020 8:36,1,NA,24901
23/6/2020 7:38,1,NA,26701
24/6/2020 7:35,1,NA,26701
25/6/2020 7:33,1,NA,26701
27/6/2020 7:48,1,NA,26701
26/6/2020 7:42,1,NA,26701
22/6/2020 8:01,0,Dept 2,27102
23/6/2020 9:16,1,NA,27401
24/6/2020 9:09,1,NA,27401
25/6/2020 8:55,1,NA,27401
22/6/2020 7:34,1,NA,27701
23/6/2020 7:33,1,NA,27701
24/6/2020 7:32,1,NA,27701
25/6/2020 7:36,1,NA,27701
26/6/2020 7:34,1,NA,27701
25/6/2020 8:24,1,NA,28001
26/6/2020 8:14,1,NA,28001
24/6/2020 8:29,1,NA,28001
22/6/2020 7:47,1,NA,28301
26/6/2020 8:03,1,NA,28301
23/6/2020 8:10,1,NA,28301
24/6/2020 7:54,1,NA,28301
25/6/2020 8:03,1,NA,28301
22/6/2020 7:12,1,NA,28801
23/6/2020 7:22,1,NA,28801
24/6/2020 7:13,1,NA,28801
25/6/2020 7:15,1,NA,28801
26/6/2020 7:19,1,NA,28801
27/6/2020 7:16,1,NA,28801
23/6/2020 7:01,1,NA,28901
24/6/2020 9:09,1,NA,28901
26/6/2020 9:21,1,NA,29001
22/6/2020 8:22,1,NA,29101
23/6/2020 8:19,1,NA,29101
24/6/2020 8:25,1,NA,29101
25/6/2020 8:17,1,NA,29101
26/6/2020 8:23,1,NA,29101
25/6/2020 8:12,0,Dept 5,29202
28/6/2020 8:31,0,Dept 5,29202
22/6/2020 8:23,0,Dept 5,29202
23/6/2020 8:17,0,Dept 5,29202
24/6/2020 8:28,0,Dept 5,29202
22/6/2020 7:36,1,NA,29701
23/6/2020 7:05,1,NA,29701
27/6/2020 7:02,1,NA,29701
24/6/2020 7:06,1,NA,29701
25/6/2020 7:05,1,NA,29701
26/6/2020 7:07,1,NA,29701
22/6/2020 9:04,1,NA,30801
23/6/2020 9:02,1,NA,30801
26/6/2020 9:12,1,NA,30801
24/6/2020 9:02,1,NA,30801
25/6/2020 9:04,1,NA,30801
22/6/2020 8:37,1,NA,32001
25/6/2020 8:19,1,NA,32001
26/6/2020 8:20,1,NA,32001
25/6/2020 9:30,1,NA,32301
22/6/2020 9:25,1,NA,32301
23/6/2020 9:30,1,NA,32301
24/6/2020 9:24,1,NA,32301
26/6/2020 9:16,1,NA,32301
25/6/2020 9:41,1,NA,32601
22/6/2020 8:12,1,NA,32701
24/6/2020 8:54,1,NA,33401
25/6/2020 8:49,1,NA,33401
26/6/2020 8:56,1,NA,33401
22/6/2020 9:00,1,NA,34001
23/6/2020 10:06,1,NA,34001
26/6/2020 10:01,1,NA,34001
24/6/2020 10:12,1,NA,34001
25/6/2020 10:03,1,NA,34001
27/6/2020 10:07,1,NA,34001
22/6/2020 9:12,1,NA,34101
26/6/2020 9:01,1,NA,34101
23/6/2020 9:10,1,NA,34101
24/6/2020 9:14,1,NA,34101
25/6/2020 9:14,1,NA,34101
27/6/2020 7:37,1,NA,34101
22/6/2020 7:38,1,NA,34901
23/6/2020 7:30,1,NA,34901
24/6/2020 7:01,1,NA,34901
25/6/2020 7:26,1,NA,34901
26/6/2020 7:04,1,NA,34901
22/6/2020 7:47,1,NA,35001
23/6/2020 8:19,1,NA,35001
24/6/2020 8:06,1,NA,35001
25/6/2020 8:04,1,NA,35001
26/6/2020 8:14,1,NA,35001
22/6/2020 10:04,1,NA,35601
23/6/2020 10:10,1,NA,35601
24/6/2020 10:07,1,NA,35601
